name,company,company_size,field,workarea,salary,background,education
KKG-数据应用工程师,深圳前海微众银行股份有限公司,2000人以上,金融,深圳,15k-25k,3-5年,本科
KJC-业务运维工程师,深圳前海微众银行股份有限公司,2000人以上,金融,深圳,15k-30k,3-5年,本科
php开发工程师,成都华文科技有限公司,15-50人,移动互联网,成都,10k-15k,1-3年,本科
全栈开发工程师,成都华文科技有限公司,15-50人,移动互联网,成都,15k-20k,1-3年,本科
XGX-团队长(咨诉团队长),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,8k-15k,1-3年,本科
KKJ-后台开发工程师(java),深圳前海微众银行股份有限公司,2000人以上,金融,深圳,20k-40k,3-5年,本科
KKG-系统测试工程师,深圳前海微众银行股份有限公司,2000人以上,金融,深圳,10k-20k,3-5年,本科
React工程师（中级）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,10k-15k,1-3年,大专
自动化测试工程师（中级）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,10k-15k,3-5年,本科
C++开发工程师（中级）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,10k-20k,1-3年,大专
产品经理（清算交易方向）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,13k-20k,3-5年,本科
产品经理（TOC）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,13k-20k,3-5年,本科
网络工程师,深圳松茂科技有限公司,50-150人,移动互联网,深圳,10k-15k,3-5年,本科
Golang开发工程师（高级）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,20k-30k,5-10年,本科
Golang开发工程师（中级）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,15k-20k,3-5年,大专
安全测试工程师（中级）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,10k-20k,3-5年,本科
Java开发工程师（驻场）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,8k-15k,1-3年,本科
测试开发工程师（中级）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,10k-20k,3-5年,本科
研发主管（前端）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,40k-60k,5-10年,本科
DevOps 运维开发工程师,深圳松茂科技有限公司,50-150人,移动互联网,深圳,14k-20k,3-5年,本科
运维工程师,深圳松茂科技有限公司,50-150人,移动互联网,深圳,10k-20k,3-5年,大专
研发主管（后端）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,40k-60k,5-10年,本科
投顾经理,浙江齐聚科技有限公司北京分公司,150-500人,"移动互联网,游戏",北京,20k-30k,3-5年,不限
文案策划,上海集熠市场营销策划有限公司,15-50人,"移动互联网,广告营销",上海,7k-12k,1-3年,本科
客户总监（Account Director）,上海集熠市场营销策划有限公司,15-50人,"移动互联网,广告营销",上海,20k-30k,5-10年,本科
Java开发工程师（高级）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,20k-30k,5-10年,本科
研发主管（后端）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,40k-60k,5-10年,本科
React工程师（高级）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,15k-20k,3-5年,本科
DevOps 运维开发工程师,深圳松茂科技有限公司,50-150人,移动互联网,深圳,14k-20k,3-5年,本科
平面设计师,上海集熠市场营销策划有限公司,15-50人,"移动互联网,广告营销",上海,8k-15k,1-3年,本科
Java开发工程师（驻场）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,8k-15k,1-3年,本科
测试开发工程师（中级）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,10k-20k,3-5年,本科
研发主管（前端）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,40k-60k,5-10年,本科
自动化测试工程师（中级）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,10k-15k,3-5年,本科
Python后台开发工程师,深圳松茂科技有限公司,50-150人,移动互联网,深圳,12k-20k,3-5年,本科
技术经理（Mobile/Web方向）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,22k-28k,5-10年,本科
C++开发工程师（中级）,深圳松茂科技有限公司,50-150人,移动互联网,深圳,10k-20k,1-3年,大专
留学文书处理（线上翻译兼职）,迪哲（深圳）教育咨询有限公司,15-50人,"移动互联网,教育",深圳,3k-5k,应届毕业生,本科
java开发工程师,佛山市博纳德信息科技有限公司,150-500人,移动互联网,广州,12k-20k,3-5年,大专
ios开发工程师,上海海万信息科技股份有限公司,500-2000人,"移动互联网,金融",北京,10k-17k,3-5年,本科
h5前端开发工程师,上海海万信息科技股份有限公司,500-2000人,"移动互联网,金融",北京,10k-15k,3-5年,本科
java开发工程师,上海海万信息科技股份有限公司,500-2000人,"移动互联网,金融",北京,10k-16k,3-5年,本科
产品经理,前海爱讯科技（深圳）有限公司广州分公司,50-150人,移动互联网,广州,20k-25k,5-10年,本科
电商运营经理,北京热钓电子商务有限公司,50-150人,"移动互联网,电商",北京,15k-30k,3-5年,本科
ui设计师,北京热钓电子商务有限公司,50-150人,"移动互联网,电商",北京,8k-12k,1-3年,本科
天猫运营经理,北京热钓电子商务有限公司,50-150人,"移动互联网,电商",北京,13k-25k,3-5年,本科
系统策划,北京明途真科技有限公司,150-500人,游戏,成都,10k-18k,3-5年,本科
游戏ui设计师,北京明途真科技有限公司,150-500人,游戏,成都,10k-18k,3-5年,本科
游戏测试,北京明途真科技有限公司,150-500人,游戏,成都,8k-15k,3-5年,本科
游戏UI设计师,北京明途真科技有限公司,150-500人,游戏,北京,15k-25k,3-5年,本科
动画特效设计师,北京明途真科技有限公司,150-500人,游戏,成都,10k-20k,3-5年,本科
动画特效设计师,北京明途真科技有限公司,150-500人,游戏,成都,12k-20k,3-5年,本科
资深Android开发工程师-米聊,北京小米科技有限责任公司,2000人以上,硬件,北京,25k-50k,5-10年,本科
go 服务端开发工程师,北京小米科技有限责任公司,2000人以上,硬件,北京,20k-35k,3-5年,本科
推荐算法工程师,北京小米科技有限责任公司,2000人以上,硬件,北京,30k-50k,3-5年,本科
PHP研发工程师,北京小米科技有限责任公司,2000人以上,硬件,北京,15k-30k,1-3年,本科
高级java开发工程师-全球新零售,北京小米科技有限责任公司,2000人以上,硬件,北京,20k-35k,3-5年,本科
资深推荐算法工程师,北京小米科技有限责任公司,2000人以上,硬件,北京,35k-55k,5-10年,本科
培训师,武汉鼎森电子科技有限公司,150-500人,"移动互联网,文娱丨内容",武汉,4k-7k,3-5年,大专
储备销售经理,武汉鼎森电子科技有限公司,150-500人,"移动互联网,文娱丨内容",武汉,8k-16k,1-3年,大专
高级前端研发工程师-MIUI,北京小米科技有限责任公司,2000人以上,硬件,北京,20k-40k,5-10年,本科
微信运营专员,武汉鼎森电子科技有限公司,150-500人,"移动互联网,文娱丨内容",武汉,4k-7k,3-5年,大专
招聘专员,武汉鼎森电子科技有限公司,150-500人,"移动互联网,文娱丨内容",武汉,3k-6k,3-5年,大专
版权引进专员，年薪6—8万,武汉鼎森电子科技有限公司,150-500人,"移动互联网,文娱丨内容",武汉,3k-6k,3-5年,大专
电话销售,武汉鼎森电子科技有限公司,150-500人,"移动互联网,文娱丨内容",武汉,5k-10k,1-3年,大专
版权文员,武汉鼎森电子科技有限公司,150-500人,"移动互联网,文娱丨内容",武汉,3k-5k,3-5年,大专
java开发工程师,广州雳德信息科技有限公司,50-150人,"移动互联网,其他",广州,15k-22k,5-10年,不限
微信游戏运营,上海微创软件股份有限公司,2000人以上,"企业服务,移动互联网",深圳,7k-8k,1-3年,本科
国际物流销售,深圳市东禅货运代理有限公司,15-50人,其他,深圳,4k-8k,不限,大专
前端开发工程师,上海微创软件股份有限公司,2000人以上,"企业服务,移动互联网",深圳,10k-14k,3-5年,本科
社群运营,北京易汇众盟网络技术有限公司,500-2000人,"移动互联网,数据服务",北京,15k-20k,3-5年,本科
猎头顾问实习生,北京拉勾网络技术有限公司,500-2000人,企业服务,上海,2k-3k,不限,大专
销售经理,北京拉勾网络技术有限公司,500-2000人,企业服务,上海,5k-10k,1-3年,大专
广告优化师,北京快乐茄信息技术有限公司,150-500人,工具,北京,15k-25k,1-3年,本科
广告策略产品经理,北京快乐茄信息技术有限公司,150-500人,工具,北京,25k-40k,3-5年,本科
pmo项目经理,北京快乐茄信息技术有限公司,150-500人,工具,北京,20k-35k,3-5年,本科
C端产品经理(内容产品),北京快乐茄信息技术有限公司,150-500人,工具,北京,25k-40k,3-5年,本科
反作弊产品经理（广告）,北京快乐茄信息技术有限公司,150-500人,工具,北京,25k-40k,3-5年,本科
数据产品经理（商业化广告）,北京快乐茄信息技术有限公司,150-500人,工具,北京,25k-40k,3-5年,本科
电商客服主管,温州市易贸通供应链管理有限公司杭州分公司,15-50人,"电商,物流丨运输",杭州,6k-10k,1-3年,大专
医生用户运营,深圳市宁远科技股份有限公司,500-2000人,移动互联网,深圳,7k-11k,1-3年,本科
品牌文案策划,深圳市宁远科技股份有限公司,500-2000人,移动互联网,深圳,7k-11k,1-3年,本科
产品经理,佛山市蠢材科技有限公司,15-50人,移动互联网,佛山,8k-16k,3-5年,本科
高级Android开发工程师-系统架构,雪豹高科（北京）技术有限公司,15-50人,"移动互联网,硬件",北京,20k-40k,5-10年,本科
高级android开发工程师,雪豹高科（北京）技术有限公司,15-50人,"移动互联网,硬件",北京,20k-40k,3-5年,本科
销售助理,杭州络町软件科技有限责任公司,50-150人,"数据服务,金融",上海,5k-6k,1-3年,大专
CocosCreator开发工程师,沈阳创胜网络科技有限公司,50-150人,游戏,成都,10k-20k,1-3年,大专
客户经理,杭州络町软件科技有限责任公司,50-150人,"数据服务,金融",深圳,6k-10k,1-3年,大专
营销主管,深圳市思维势能品牌管理有限公司,15-50人,"企业服务,广告营销",深圳,8k-15k,3-5年,本科
销售顾问,北京拉勾网络技术有限公司,500-2000人,企业服务,上海,5k-10k,不限,大专
经销商BD,苏州奖多多科技有限公司,150-500人,"移动互联网,消费生活",苏州,6k-12k,3-5年,本科
产品运营经理,苏州奖多多科技有限公司,150-500人,"移动互联网,消费生活",苏州,10k-20k,3-5年,本科
java架构师,上海播呗网络科技有限公司,150-500人,社交,上海,30k-45k,5-10年,大专
资深java开发工程师,上海播呗网络科技有限公司,150-500人,社交,上海,20k-40k,5-10年,本科
c++开发工程师,上海播呗网络科技有限公司,150-500人,社交,上海,20k-30k,3-5年,本科
测试主管/经理,上海播呗网络科技有限公司,150-500人,社交,上海,15k-30k,5-10年,本科
资深采编,北京翼鸥教育科技有限公司,150-500人,"移动互联网,教育",北京,15k-30k,3-5年,本科
ES技术专家,杭州天谷信息科技有限公司,500-2000人,企业服务,杭州,25k-40k,3-5年,本科
人力资源实习生,杭州天谷信息科技有限公司,500-2000人,企业服务,杭州,2k-3k,应届毕业生,本科
高级测试工程师,杭州天谷信息科技有限公司,500-2000人,企业服务,杭州,15k-25k,5-10年,本科
客户经理/销售经理,杭州天谷信息科技有限公司,500-2000人,企业服务,深圳,10k-20k,3-5年,大专
HRBP,杭州天谷信息科技有限公司,500-2000人,企业服务,北京,11k-18k,5-10年,本科
外呼专员,杭州天谷信息科技有限公司,500-2000人,企业服务,杭州,6k-10k,不限,大专
高级视觉设计师,杭州天谷信息科技有限公司,500-2000人,企业服务,杭州,15k-30k,3-5年,本科
资深前端开发工程师,杭州天谷信息科技有限公司,500-2000人,企业服务,杭州,25k-35k,5-10年,本科
数据产品经理,杭州天谷信息科技有限公司,500-2000人,企业服务,杭州,15k-30k,3-5年,本科
解决方案产品经理,杭州天谷信息科技有限公司,500-2000人,企业服务,杭州,25k-40k,5-10年,本科
产品经理实习生,杭州天谷信息科技有限公司,500-2000人,企业服务,杭州,3k-4k,不限,本科
项目经理,杭州天谷信息科技有限公司,500-2000人,企业服务,深圳,15k-22k,5-10年,本科
高级java开发工程师,杭州天谷信息科技有限公司,500-2000人,企业服务,杭州,15k-25k,3-5年,本科
销售主管（银行业务）,杭州天谷信息科技有限公司,500-2000人,企业服务,杭州,15k-30k,5-10年,本科
销售运营,杭州天谷信息科技有限公司,500-2000人,企业服务,杭州,5k-9k,不限,本科
基础组件高级运维研发工程师(J200325007),北京嘀嘀无限科技发展有限公司,2000人以上,汽车丨出行,北京,25k-40k,3-5年,本科
数据资产/数据采集工程师(J200622030),北京嘀嘀无限科技发展有限公司,2000人以上,汽车丨出行,杭州,20k-30k,3-5年,本科
大数据技术专家(J200312002),北京嘀嘀无限科技发展有限公司,2000人以上,汽车丨出行,北京,40k-60k,5-10年,本科
高级/资深大数据OLAP研发工程师(J200417004),北京嘀嘀无限科技发展有限公司,2000人以上,汽车丨出行,杭州,30k-45k,3-5年,本科
高级前端开发工程师,北京嘀嘀无限科技发展有限公司,2000人以上,汽车丨出行,北京,20k-30k,3-5年,本科
高级资源管理顾问(J200813004),北京嘀嘀无限科技发展有限公司,2000人以上,汽车丨出行,北京,15k-20k,1-3年,本科
客户经理（快消行业）,广东新浪网络科技有限公司,150-500人,文娱丨内容,广州,10k-15k,1-3年,大专
高可用平台工程师(J200630021),北京嘀嘀无限科技发展有限公司,2000人以上,汽车丨出行,北京,20k-30k,3-5年,本科
资深前端开发工程师,北京嘀嘀无限科技发展有限公司,2000人以上,汽车丨出行,北京,30k-40k,3-5年,本科
Golang服务端研发工程师,北京嘀嘀无限科技发展有限公司,2000人以上,汽车丨出行,北京,30k-45k,1-3年,本科
国际化业务SRE,北京嘀嘀无限科技发展有限公司,2000人以上,汽车丨出行,北京,30k-40k,3-5年,本科
客户经理（政府/旅游行业）,广东新浪网络科技有限公司,150-500人,文娱丨内容,广州,15k-24k,1-3年,本科
资深Java 工程师(J200605009),北京嘀嘀无限科技发展有限公司,2000人以上,汽车丨出行,北京,45k-60k,3-5年,本科
新媒体运营（政务方向）,广东新浪网络科技有限公司,150-500人,文娱丨内容,广州,5k-9k,1-3年,本科
云计算后台研发工程师,北京嘀嘀无限科技发展有限公司,2000人以上,汽车丨出行,北京,30k-50k,3-5年,本科
高级信息流优化师,柔持（北京）科技有限公司,500-2000人,教育,北京,15k-25k,3-5年,本科
外教运营,柔持（北京）科技有限公司,500-2000人,教育,北京,8k-15k,1-3年,本科
教研员（课程开发师） (MJ000029),柔持（北京）科技有限公司,500-2000人,教育,北京,13k-25k,3-5年,本科
hrbp,北京猿力未来科技有限公司,2000人以上,"移动互联网,教育",北京,8k-12k,1-3年,本科
商务BD主管/经理,柔持（北京）科技有限公司,500-2000人,教育,北京,20k-35k,3-5年,本科
JAVA架构师-微服务方向,柔持（北京）科技有限公司,500-2000人,教育,北京,25k-50k,5-10年,本科
岗后培训专员-西安,北京猿力未来科技有限公司,2000人以上,"移动互联网,教育",西安,6k-10k,1-3年,本科
高级web前端工程师,柔持（北京）科技有限公司,500-2000人,教育,北京,20k-40k,5-10年,本科
高级测试开发工程师,柔持（北京）科技有限公司,500-2000人,教育,北京,15k-30k,5-10年,大专
产品运营实习生,柔持（北京）科技有限公司,500-2000人,教育,北京,3k-5k,应届毕业生,本科
动画师 (MJ000125),柔持（北京）科技有限公司,500-2000人,教育,北京,10k-20k,1-3年,本科
课程顾问/望京,柔持（北京）科技有限公司,500-2000人,教育,北京,18k-28k,不限,大专
活动运营,柔持（北京）科技有限公司,500-2000人,教育,北京,13k-20k,3-5年,本科
教务排班专员,北京猿力未来科技有限公司,2000人以上,"移动互联网,教育",北京,7k-9k,1-3年,本科
高级产品经理,柔持（北京）科技有限公司,500-2000人,教育,北京,30k-45k,5-10年,本科
市场选址,深圳市致远创想科技有限公司,500-2000人,"移动互联网,消费生活",深圳,5k-8k,不限,大专
BD（人才挖掘）,深圳市致远创想科技有限公司,500-2000人,"移动互联网,消费生活",深圳,5k-7k,不限,大专
hrbp,深圳市致远创想科技有限公司,500-2000人,"移动互联网,消费生活",广州,10k-15k,3-5年,大专
工程效率研发工程师—机器学习方向,北京字节跳动科技有限公司,2000人以上,文娱丨内容,深圳,25k-50k,3-5年,本科
工程效率研发工程师-客户端方向,北京字节跳动科技有限公司,2000人以上,文娱丨内容,深圳,25k-50k,3-5年,本科
抖音运营,深圳市致远创想科技有限公司,500-2000人,"移动互联网,消费生活",深圳,10k-20k,不限,大专
测试开发工程师 — Faceu,北京字节跳动科技有限公司,2000人以上,文娱丨内容,深圳,20k-35k,3-5年,本科
高级测试开发工程师（客户端专项与自动化方向）,北京字节跳动科技有限公司,2000人以上,文娱丨内容,深圳,20k-40k,3-5年,本科
高级测试开发工程师（机器学习评估评测方向）,北京字节跳动科技有限公司,2000人以上,文娱丨内容,深圳,20k-40k,3-5年,本科
工程效率研发工程师（抖音影像）-Web平台方向,北京字节跳动科技有限公司,2000人以上,文娱丨内容,深圳,25k-50k,3-5年,本科
人力资源经理,深圳市致远创想科技有限公司,500-2000人,"移动互联网,消费生活",深圳,18k-25k,5-10年,大专
前端开发工程师,深圳市致远创想科技有限公司,500-2000人,"移动互联网,消费生活",深圳,15k-20k,3-5年,大专
薪酬绩效经理,深圳市致远创想科技有限公司,500-2000人,"移动互联网,消费生活",深圳,15k-25k,不限,大专
短视频运营经理,深圳市致远创想科技有限公司,500-2000人,"移动互联网,消费生活",深圳,10k-20k,不限,大专
【猿辅导校招】K12在线主讲 首年保底25-50w,北京猿力未来科技有限公司,2000人以上,"移动互联网,教育",北京,10k-20k,应届毕业生,本科
产品助理 对话智能 AIPE SH,上海茗日智能科技有限公司,15-50人,企业服务,上海,12k-23k,1-3年,本科
Python后端开发工程师（应用开发方向）BJ,上海茗日智能科技有限公司,15-50人,企业服务,北京,12k-23k,1-3年,本科
Python后端开发工程师（应用开发方向）,上海茗日智能科技有限公司,15-50人,企业服务,上海,15k-30k,1-3年,本科
IDC解决方案工程师,北京金山云网络技术有限公司,2000人以上,"移动互联网,数据服务",北京,30k-50k,5-10年,不限
IDC项目BD,北京金山云网络技术有限公司,2000人以上,"移动互联网,数据服务",北京,40k-60k,不限,不限
Java开发工程师(交易),北京金山云网络技术有限公司,2000人以上,"移动互联网,数据服务",北京,25k-40k,3-5年,本科
解决方案架构师（私有云）,北京金山云网络技术有限公司,2000人以上,"移动互联网,数据服务",北京,45k-70k,不限,不限
企业云运维工程师,北京金山云网络技术有限公司,2000人以上,"移动互联网,数据服务",北京,20k-35k,3-5年,本科
运维平台架构师（专有云）,北京金山云网络技术有限公司,2000人以上,"移动互联网,数据服务",北京,30k-45k,5-10年,本科
云安全高级运维工程师,北京金山云网络技术有限公司,2000人以上,"移动互联网,数据服务",北京,25k-40k,3-5年,本科
商务经理-短信通道,北京金山云网络技术有限公司,2000人以上,"移动互联网,数据服务",北京,25k-35k,5-10年,不限
解决方案工程师（云计算/IDC）,北京金山云网络技术有限公司,2000人以上,"移动互联网,数据服务",北京,20k-30k,不限,不限
AI平台产品经理,北京金山云网络技术有限公司,2000人以上,"移动互联网,数据服务",北京,30k-45k,3-5年,不限
AI算法研发工程师,北京金山云网络技术有限公司,2000人以上,"移动互联网,数据服务",北京,25k-40k,3-5年,本科
前端开发工程师（AI）,北京金山云网络技术有限公司,2000人以上,"移动互联网,数据服务",北京,25k-40k,3-5年,本科
线上/线下销售工程师(网店店长/大客户方向),深圳市八方同创科技有限公司,15-50人,电商,深圳,5k-10k,应届毕业生,本科
客服,深圳市八方同创科技有限公司,15-50人,电商,深圳,4k-8k,不限,大专
中国人寿优才计划,中国人寿保险股份有限公司武汉市硚口区支公司,2000人以上,金融,武汉,8k-15k,1-3年,大专
测试岗,第一创业证券股份有限公司,2000人以上,金融,深圳,15k-25k,3-5年,本科
数据库管理DBA,深圳森香科技有限公司,50-150人,"移动互联网,金融",深圳,18k-26k,5-10年,本科
java高级开发工程师,深圳森香科技有限公司,50-150人,"移动互联网,金融",深圳,20k-30k,5-10年,本科
测试工程师,深圳森香科技有限公司,50-150人,"移动互联网,金融",深圳,10k-15k,3-5年,本科
高级运维工程师,深圳森香科技有限公司,50-150人,"移动互联网,金融",深圳,18k-25k,5-10年,本科
海外SEO推广,深圳森香科技有限公司,50-150人,"移动互联网,金融",深圳,12k-16k,3-5年,本科
包装设计师（日化类）,北京云动九天科技有限公司,150-500人,"移动互联网,电商",北京,10k-20k,1-3年,大专
短视频策划编导（美食教程）,北京云动九天科技有限公司,150-500人,"移动互联网,电商",北京,8k-15k,1-3年,本科
gis研发工程师,北京合力金智科技发展有限公司,15-50人,"移动互联网,数据服务",北京,16k-22k,3-5年,本科
类目运营,北京云动九天科技有限公司,150-500人,"移动互联网,电商",北京,8k-15k,1-3年,本科
店铺设计师,北京云动九天科技有限公司,150-500人,"移动互联网,电商",北京,7k-14k,1-3年,本科
产品经理—美妆个护,北京云动九天科技有限公司,150-500人,"移动互联网,电商",北京,10k-20k,3-5年,本科
高级用户运营,北京中网易企秀科技有限公司,150-500人,移动互联网,成都,12k-20k,5-10年,本科
线上课程运营,北京中网易企秀科技有限公司,150-500人,移动互联网,成都,8k-13k,3-5年,本科
内容运营,北京中网易企秀科技有限公司,150-500人,移动互联网,成都,8k-13k,3-5年,本科
运营经理（渠道方向）,四川仙潭酒业销售有限公司,500-2000人,其他,成都,8k-12k,3-5年,本科
运营经理/总监,四川仙潭酒业销售有限公司,500-2000人,其他,成都,10k-20k,3-5年,本科
招商客服,四川仙潭酒业销售有限公司,500-2000人,其他,成都,4k-8k,1-3年,大专
高级web前端开发工程师,四川仙潭酒业销售有限公司,500-2000人,其他,成都,13k-18k,3-5年,本科
用户运营经理,四川仙潭酒业销售有限公司,500-2000人,其他,成都,10k-15k,3-5年,本科
高级资深运营,四川仙潭酒业销售有限公司,500-2000人,其他,成都,8k-12k,3-5年,本科
直播运营经理,四川仙潭酒业销售有限公司,500-2000人,其他,成都,10k-15k,3-5年,本科
运营经理,四川仙潭酒业销售有限公司,500-2000人,其他,成都,10k-15k,3-5年,本科
产品经理,四川仙潭酒业销售有限公司,500-2000人,其他,成都,10k-15k,1-3年,本科
客服经理,四川仙潭酒业销售有限公司,500-2000人,其他,成都,8k-15k,3-5年,本科
财务负责人,四川仙潭酒业销售有限公司,500-2000人,其他,成都,13k-16k,5-10年,本科
java,四川仙潭酒业销售有限公司,500-2000人,其他,成都,10k-15k,3-5年,本科
视频策划运营主管,深圳市花信科技控股有限公司,50-150人,"金融,电商",深圳,10k-18k,不限,大专
java开发工程师(J11614),易玩（上海）网络科技有限公司,50-150人,"游戏,社交",上海,18k-35k,不限,不限
产品策划(J11582),易玩（上海）网络科技有限公司,50-150人,"游戏,社交",上海,15k-30k,1-3年,本科
Java/Scala高级开发工程师（大数据方向）,易玩（上海）网络科技有限公司,50-150人,"游戏,社交",上海,21k-40k,3-5年,本科
产品经理(J11677),易玩（上海）网络科技有限公司,50-150人,"游戏,社交",上海,20k-40k,3-5年,本科
C++高级服务端开发,易玩（上海）网络科技有限公司,50-150人,"游戏,社交",上海,20k-40k,3-5年,本科
后台开发主管-Tech Lead,深圳大宇无限科技有限公司,50-150人,移动互联网,深圳,20k-40k,5-10年,本科
创意视频策划,深圳市花信科技控股有限公司,50-150人,"金融,电商",深圳,10k-18k,1-3年,大专
Android 开发工程师（高级）,深圳大宇无限科技有限公司,50-150人,移动互联网,深圳,20k-40k,5-10年,本科
Z-Android开发工程师,深圳大宇无限科技有限公司,50-150人,移动互联网,深圳,15k-25k,3-5年,本科
产品经理【工具类】,深圳大宇无限科技有限公司,50-150人,移动互联网,深圳,20k-35k,3-5年,本科
JAVA 后台开发工程师,深圳大宇无限科技有限公司,50-150人,移动互联网,深圳,18k-35k,3-5年,本科
后台产品经理【音乐产品】,深圳大宇无限科技有限公司,50-150人,移动互联网,深圳,20k-40k,3-5年,本科
高级机器学习算法工程师,深圳大宇无限科技有限公司,50-150人,移动互联网,深圳,20k-40k,3-5年,本科
3d动作师,广州心源互动科技有限公司,150-500人,游戏,广州,15k-25k,不限,不限
前端开发工程师,杭州数金在线云科技有限公司,500-2000人,"硬件,软件开发",杭州,12k-15k,3-5年,本科
大客户销售经理（广州） - 有道事业群706,网易（杭州）网络有限公司,2000人以上,电商,广州,8k-16k,1-3年,大专
订单中心后端架构师,第一创业证券股份有限公司,2000人以上,金融,深圳,15k-25k,5-10年,本科
系统策划,上海易娱网络科技有限公司广州分公司,150-500人,游戏,广州,15k-30k,3-5年,本科
资深文案/剧情策划,上海易娱网络科技有限公司广州分公司,150-500人,游戏,广州,12k-24k,3-5年,本科
U3D开发工程师,上海易娱网络科技有限公司广州分公司,150-500人,游戏,广州,15k-30k,3-5年,本科
高级Android开发工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,30k-50k,3-5年,本科
资深前端开发工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,40k-60k,5-10年,本科
推荐算法工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,50k-80k,5-10年,本科
高级iOS开发工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,40k-60k,3-5年,本科
招聘专家-产研方向【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,20k-30k,5-10年,本科
高级测试工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,20k-40k,3-5年,本科
UI设计师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,30k-50k,3-5年,本科
高级PHP开发工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,25k-35k,3-5年,本科
Golang开发工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,30k-50k,3-5年,本科
ue4开发工程师,北京卓越晨星科技有限公司,150-500人,"移动互联网,游戏",北京,11k-22k,1-3年,本科
游戏系统策划,北京卓越晨星科技有限公司,150-500人,"移动互联网,游戏",北京,11k-22k,1-3年,本科
关卡策划,北京卓越晨星科技有限公司,150-500人,"移动互联网,游戏",北京,11k-22k,3-5年,本科
Gameplay玩法策划,北京卓越晨星科技有限公司,150-500人,"移动互联网,游戏",北京,11k-22k,1-3年,本科
PHP 技术leader,上海格罗夫信息科技有限公司,500-2000人,电商,上海,30k-50k,5-10年,本科
战略执行经理,上海格罗夫信息科技有限公司,500-2000人,电商,上海,25k-40k,3-5年,本科
类目运营,上海格罗夫信息科技有限公司,500-2000人,电商,上海,15k-25k,3-5年,本科
产品经理/高级产品经理,上海格罗夫信息科技有限公司,500-2000人,电商,上海,30k-45k,5-10年,本科
高级前端开发工程师,上海格罗夫信息科技有限公司,500-2000人,电商,上海,20k-35k,3-5年,本科
高级产品经理（带团队）,上海格罗夫信息科技有限公司,500-2000人,电商,上海,30k-50k,5-10年,本科
java高级开发工程师,上海格罗夫信息科技有限公司,500-2000人,电商,上海,25k-35k,3-5年,本科
Java技术主管,上海格罗夫信息科技有限公司,500-2000人,电商,上海,28k-40k,5-10年,本科
游戏地编,北京卓越晨星科技有限公司,150-500人,"移动互联网,游戏",北京,15k-30k,5-10年,不限
有道双师课堂城市经理 - 有道事业群706,网易（杭州）网络有限公司,2000人以上,电商,北京,15k-24k,1-3年,大专
大客户销售经理（广州） - 有道事业群706,网易（杭州）网络有限公司,2000人以上,电商,广州,8k-16k,1-3年,大专
前端开发工程师,杭州数金在线云科技有限公司,500-2000人,"硬件,软件开发",杭州,12k-15k,3-5年,本科
系统策划,上海易娱网络科技有限公司广州分公司,150-500人,游戏,广州,15k-30k,3-5年,本科
资深文案/剧情策划,上海易娱网络科技有限公司广州分公司,150-500人,游戏,广州,12k-24k,3-5年,本科
U3D开发工程师,上海易娱网络科技有限公司广州分公司,150-500人,游戏,广州,15k-30k,3-5年,本科
订单中心后端架构师,第一创业证券股份有限公司,2000人以上,金融,深圳,15k-25k,5-10年,本科
高级Android开发工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,30k-50k,3-5年,本科
资深前端开发工程师【岗位编号002】,北京优幕科技有限责任公司,50-150人,"移动互联网,社交",北京,40k-60k,5-10年,本科
